fpr,tpr
0.0,0.0
0.0,4.4444444444444447e-05
0.0001333333333333,4.4444444444444447e-05
0.0001333333333333,8.888888888888889e-05
0.0001333333333333,0.0001333333333333
0.0001333333333333,0.0001777777777777
0.0001333333333333,0.0002222222222222
0.0001333333333333,0.0002666666666666
0.0001333333333333,0.0003111111111111
0.0002666666666666,0.0003111111111111
0.0002666666666666,0.0003555555555555
0.0002666666666666,0.0004
0.0004,0.0004
0.0004,0.0004444444444444
0.0005333333333333,0.0004444444444444
0.0005333333333333,0.0004888888888888
0.0005333333333333,0.0005333333333333
0.0005333333333333,0.0005777777777777
0.0005333333333333,0.0006222222222222
0.0005333333333333,0.0006666666666666
0.0006666666666666,0.0006666666666666
0.0006666666666666,0.0007111111111111
0.0006666666666666,0.0007555555555555
0.0008,0.0007555555555555
0.0008,0.0008
0.0008,0.0008444444444444
0.0008,0.0008888888888888
0.0008,0.0009333333333333
0.0009333333333333,0.0009333333333333
0.0009333333333333,0.0009777777777777
0.0009333333333333,0.0010222222222222
0.0009333333333333,0.0010666666666666
0.0010666666666666,0.0010666666666666
0.0010666666666666,0.0011111111111111
0.0010666666666666,0.0011555555555555
0.0012,0.0011555555555555
0.0012,0.0012
0.0012,0.0012444444444444
0.0012,0.0012888888888888
0.0012,0.0013333333333333
0.0012,0.0013777777777777
0.0012,0.0014222222222222
0.0012,0.0014666666666666
0.0013333333333333,0.0014666666666666
0.0014666666666666,0.0014666666666666
0.0016,0.0014666666666666
0.0016,0.0015111111111111
0.0016,0.0015555555555555
0.0016,0.0016
0.0016,0.0016444444444444
0.0016,0.0016888888888888
0.0016,0.0017333333333333
0.0016,0.0017777777777777
0.0017333333333333,0.0017777777777777
0.0017333333333333,0.0018222222222222
0.0017333333333333,0.0018666666666666
0.0017333333333333,0.0019111111111111
0.0018666666666666,0.0019111111111111
0.0018666666666666,0.0019555555555555
0.0018666666666666,0.002
0.002,0.002
0.002,0.0020444444444444
0.002,0.0020888888888888
0.002,0.0021333333333333
0.002,0.0021777777777777
0.002,0.0022222222222222
0.002,0.0022666666666666
0.0021333333333333,0.0022666666666666
0.0021333333333333,0.0023111111111111
0.0022666666666666,0.0023111111111111
0.0022666666666666,0.0023555555555555
0.0022666666666666,0.0024
0.0024,0.0024
0.0024,0.0024444444444444
0.0024,0.0024888888888888
0.0024,0.0025333333333333
0.0024,0.0025777777777777
0.0025333333333333,0.0025777777777777
0.0025333333333333,0.0026222222222222
0.0025333333333333,0.0026666666666666
0.0026666666666666,0.0026666666666666
0.0026666666666666,0.0027111111111111
0.0026666666666666,0.0027555555555555
0.0026666666666666,0.0028
0.0026666666666666,0.0028444444444444
0.0026666666666666,0.0028888888888888
0.0026666666666666,0.0029333333333333
0.0026666666666666,0.0029777777777777
0.0028,0.0029777777777777
0.0028,0.0030222222222222
0.0028,0.0030666666666666
0.0029333333333333,0.0030666666666666
0.0029333333333333,0.0031111111111111
0.0029333333333333,0.0031555555555555
0.0029333333333333,0.0032
0.0029333333333333,0.0032444444444444
0.0029333333333333,0.0032888888888888
0.0029333333333333,0.0033333333333333
0.0029333333333333,0.0033777777777777
